,timestamp,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume
133,2024-04-05 14:00:00,517.8,517.885,516.97,517.68,1063911.0,440.38,440.46,439.45,440.09,957103.0
134,2024-04-05 14:05:00,517.69,518.92,517.63,518.84,979695.0,440.09,441.29,440.04,441.18,701645.0
135,2024-04-05 14:10:00,518.81,519.04,518.31,518.5588,964809.0,441.14,441.4,440.64,440.93,557568.0
136,2024-04-05 14:15:00,518.55,518.81,518.43,518.62,427994.0,440.94,441.19,440.8409,440.95,273605.0
137,2024-04-05 14:20:00,518.62,519.28,518.3,518.32,757414.0,440.94,441.62,440.54,440.59,496745.0
138,2024-04-05 14:25:00,518.32,518.73,517.77,517.79,624241.0,440.63,441.04,440.07,440.11,362312.0
139,2024-04-05 14:30:00,517.8,518.39,517.8,518.1,661422.0,440.23,440.81,440.19,440.53,369429.0
140,2024-04-05 14:35:00,518.14,518.71,517.985,518.48,552032.0,440.52,441.0784,440.37,440.86,354492.0
141,2024-04-05 14:40:00,518.49,518.69,517.7503,518.2,622142.0,440.89,441.08,440.12,440.5531,400071.0
142,2024-04-05 14:45:00,518.2,518.23,517.39,517.51,602587.0,440.57,440.59,439.78,439.87,782471.0
143,2024-04-05 14:50:00,517.52,517.84,517.31,517.59,527996.0,439.88,440.245,439.64,439.87,468617.0
144,2024-04-05 14:55:00,517.585,517.9,517.24,517.865,646777.0,439.87,440.12,439.54,440.1,518278.0
145,2024-04-05 15:00:00,517.88,518.12,517.71,518.08,741611.0,440.11,440.28,439.89,440.28,674472.0
146,2024-04-05 15:05:00,518.07,518.39,517.68,517.95,751534.0,440.26,440.62,439.9,440.11,564795.0
147,2024-04-05 15:10:00,517.94,518.355,517.845,518.31,623050.0,440.11,440.58,440.05,440.515,320837.0
148,2024-04-05 15:15:00,518.3,518.38,517.91,518.2858,458291.0,440.52,440.585,440.11,440.47,474850.0
149,2024-04-05 15:20:00,518.29,518.325,517.825,518.085,591807.0,440.47,440.55,440.005,440.24,472735.0
150,2024-04-05 15:25:00,518.08,518.29,517.96,518.15,625552.0,440.23,440.425,440.12,440.34,310418.0
151,2024-04-05 15:30:00,518.15,519.04,518.0199,518.97,1058619.0,440.34,441.17,440.22,441.11,609310.0
152,2024-04-05 15:35:00,518.95,518.955,518.17,518.44,715151.0,441.1,441.11,440.34,440.62,531555.0
153,2024-04-05 15:40:00,518.43,518.585,518.14,518.185,624455.0,440.615,440.74,440.32,440.41,458556.0
154,2024-04-05 15:45:00,518.18,518.72,518.12,518.46,1145978.0,440.41,440.88,440.29,440.49,671534.0
155,2024-04-05 15:50:00,518.47,519.2,518.42,519.1799,1471373.0,440.49,441.28,440.47,441.22,1197492.0
156,2024-04-05 15:55:00,519.16,519.295,518.39,518.4,3827919.0,441.21,441.38,440.5,440.51,3655287.0
157,2024-04-05 16:00:00,518.39,518.43,518.17,518.34,560386.0,440.47,440.64,440.25,440.32,429269.0
158,2024-04-08 09:30:00,519.15,519.39,518.91,518.965,1231061.0,441.41,441.6,440.43,440.49,1169708.0
159,2024-04-08 09:35:00,518.97,518.97,518.23,518.27,896759.0,440.5,440.58,439.31,439.35,720814.0
160,2024-04-08 09:40:00,518.28,518.89,517.98,518.68,784182.0,439.38,440.59,439.2,440.25,682994.0
161,2024-04-08 09:45:00,518.7,519.075,518.67,518.73,736877.0,440.27,440.7,440.18,440.48,380651.0
162,2024-04-08 09:50:00,518.72,518.9199,518.44,518.77,560564.0,440.48,440.83,439.99,440.66,393136.0
163,2024-04-08 09:55:00,518.78,519.07,518.71,518.83,396288.0,440.65,440.9,440.46,440.76,240589.0
164,2024-04-08 10:00:00,518.84,518.9,518.28,518.46,497648.0,440.74,441.06,440.3,440.6899,401166.0
165,2024-04-08 10:05:00,518.46,518.86,518.2,518.635,526137.0,440.66,441.02,440.15,440.8,454345.0
166,2024-04-08 10:10:00,518.645,518.93,518.455,518.77,444635.0,440.81,441.13,440.49,440.95,360428.0
167,2024-04-08 10:15:00,518.75,518.98,518.52,518.67,496057.0,440.93,441.21,440.61,440.75,402974.0
168,2024-04-08 10:20:00,518.69,519.18,518.68,519.16,459904.0,440.76,441.25,440.6104,441.23,411506.0
169,2024-04-08 10:25:00,519.17,519.58,519.08,519.537,826997.0,441.25,441.7,441.09,441.68,462966.0
170,2024-04-08 10:30:00,519.53,520.12,519.49,519.8,874737.0,441.685,442.49,441.6501,442.1,594498.0
171,2024-04-08 10:35:00,519.8,519.9399,519.75,519.83,487839.0,442.11,442.3001,441.9601,441.98,244941.0
172,2024-04-08 10:40:00,519.83,519.88,519.545,519.725,442326.0,441.99,442.06,441.67,441.86,364803.0
173,2024-04-08 10:45:00,519.74,519.95,519.705,519.95,407282.0,441.86,442.21,441.81,442.19,230072.0
174,2024-04-08 10:50:00,519.95,520.1694,519.92,520.11,435554.0,442.185,442.47,442.185,442.43,352865.0
175,2024-04-08 10:55:00,520.12,520.18,519.82,519.99,481629.0,442.46,442.5,442.05,442.2499,383118.0
176,2024-04-08 11:00:00,519.99,520.13,519.33,519.78,855859.0,442.25,442.43,441.32,441.78,506473.0
177,2024-04-08 11:05:00,519.7724,519.88,519.59,519.76,297193.0,441.7799,441.9638,441.56,441.765,250514.0
178,2024-04-08 11:10:00,519.79,520.01,519.65,519.77,315129.0,441.76,442.0588,441.7,441.89,244574.0
179,2024-04-08 11:15:00,519.775,519.82,519.56,519.62,273989.0,441.85,441.89,441.615,441.76,296861.0
180,2024-04-08 11:20:00,519.61,519.91,519.45,519.865,295909.0,441.77,442.03,441.535,441.9799,332220.0
181,2024-04-08 11:25:00,519.86,519.88,519.385,519.525,328121.0,441.96,442.01,441.42,441.57,283474.0
182,2024-04-08 11:30:00,519.5,519.51,519.185,519.34,396643.0,441.54,441.54,441.0601,441.38,262446.0
183,2024-04-08 11:35:00,519.33,519.35,518.55,519.09,889100.0,441.35,441.39,440.52,441.0801,391523.0
184,2024-04-08 11:40:00,519.073,519.16,518.815,519.04,344126.0,441.045,441.16,440.86,441.03,131922.0
185,2024-04-08 11:45:00,519.04,519.04,518.44,518.8,582391.0,441.0302,441.0302,440.36,440.7713,341442.0
186,2024-04-08 11:50:00,518.79,518.905,518.57,518.701,365778.0,440.75,440.92,440.5401,440.7267,270851.0
187,2024-04-08 11:55:00,518.7,518.78,518.28,518.73,410090.0,440.72,440.79,440.21,440.7464,301283.0
188,2024-04-08 12:00:00,518.73,518.74,518.285,518.455,452027.0,440.77,440.77,440.29,440.45,273329.0
189,2024-04-08 12:05:00,518.45,518.78,518.36,518.4999,446455.0,440.46,440.723,440.33,440.457,302517.0
190,2024-04-08 12:10:00,518.5,518.58,518.0407,518.2499,361600.0,440.47,440.54,439.94,440.15,571730.0
191,2024-04-08 12:15:00,518.24,518.585,518.11,518.3616,358149.0,440.16,440.54,440.0003,440.2994,232197.0
192,2024-04-08 12:20:00,518.37,518.4676,517.89,518.0601,570139.0,440.32,440.36,439.58,439.775,377381.0
193,2024-04-08 12:25:00,518.06,518.68,518.06,518.5601,573591.0,439.76,440.44,439.76,440.28,266263.0
194,2024-04-08 12:30:00,518.56,518.875,518.46,518.86,397882.0,440.28,440.69,440.1601,440.68,190664.0
195,2024-04-08 12:35:00,518.8599,518.96,518.65,518.72,268851.0,440.68,440.78,440.4236,440.5599,183062.0
196,2024-04-08 12:40:00,518.71,519.21,518.69,519.0998,608592.0,440.54,440.94,440.505,440.84,228700.0
197,2024-04-08 12:45:00,519.1,519.19,518.86,518.97,242369.0,440.86,440.97,440.551,440.6807,210882.0
198,2024-04-08 12:50:00,518.9699,519.1,518.92,519.06,192203.0,440.68,440.8599,440.6,440.81,131362.0
199,2024-04-08 12:55:00,519.07,519.44,519.005,519.44,378491.0,440.795,441.12,440.73,441.09,244433.0
200,2024-04-08 13:00:00,519.43,519.46,519.18,519.2001,283014.0,441.09,441.14,440.88,440.94,152276.0
201,2024-04-08 13:05:00,519.21,519.27,519.076,519.14,199210.0,440.95,441.03,440.77,440.91,237981.0
202,2024-04-08 13:10:00,519.125,519.22,518.97,519.05,371767.0,440.9,441.0,440.65,440.76,366393.0
203,2024-04-08 13:15:00,519.06,519.13,518.79,518.995,534535.0,440.77,440.84,440.45,440.715,227345.0
204,2024-04-08 13:20:00,518.9809,519.16,518.8938,519.09,268547.0,440.7101,440.83,440.53,440.8,229057.0
205,2024-04-08 13:25:00,519.1,519.28,518.92,519.275,211579.0,440.78,440.99,440.56,440.99,151613.0
206,2024-04-08 13:30:00,519.28,519.285,519.055,519.115,197981.0,441.0,441.0,440.71,440.78,154470.0
207,2024-04-08 13:35:00,519.12,519.13,518.84,518.97,276169.0,440.79,440.79,440.47,440.62,155134.0
208,2024-04-08 13:40:00,518.94,519.0403,518.69,518.905,334848.0,440.6,440.7,440.27,440.515,186182.0
209,2024-04-08 13:45:00,518.905,518.91,518.65,518.795,278278.0,440.49,440.51,440.2206,440.37,294807.0
210,2024-04-08 13:50:00,518.79,519.03,518.73,519.0199,251710.0,440.36,440.56,440.29,440.52,123878.0
211,2024-04-08 13:55:00,519.01,519.4,518.99,519.31,326514.0,440.535,440.94,440.51,440.86,154987.0
212,2024-04-08 14:00:00,519.31,519.46,518.96,519.05,574699.0,440.9,441.14,440.72,440.82,209945.0
213,2024-04-08 14:05:00,519.045,519.41,519.01,519.41,1217823.0,440.83,441.12,440.7648,441.1199,333679.0
214,2024-04-08 14:10:00,519.405,519.45,519.18,519.2714,238014.0,441.1,441.16,440.93,441.09,319009.0
215,2024-04-08 14:15:00,519.3,519.48,519.25,519.27,200337.0,441.1,441.28,441.07,441.11,243388.0
216,2024-04-08 14:20:00,519.27,519.3975,518.9399,518.99,320316.0,441.11,441.225,440.755,440.815,152244.0
217,2024-04-08 14:25:00,519.01,519.4101,518.98,519.18,313099.0,440.83,441.2687,440.78,441.004,120468.0
218,2024-04-08 14:30:00,519.17,519.1999,519.0,519.005,254540.0,441.0346,441.0375,440.775,440.775,102773.0
219,2024-04-08 14:35:00,519.0,519.05,518.78,518.88,316560.0,440.76,440.88,440.58,440.64,170528.0
220,2024-04-08 14:40:00,518.8899,518.9694,518.78,518.885,226781.0,440.635,440.7099,440.49,440.6099,153031.0
221,2024-04-08 14:45:00,518.89,519.065,518.6699,519.04,361487.0,440.62,440.78,440.36,440.74,183273.0
222,2024-04-08 14:50:00,519.0303,519.09,518.83,519.01,279062.0,440.75,440.87,440.59,440.8001,89735.0
223,2024-04-08 14:55:00,519.01,519.26,519.01,519.255,274418.0,440.8,441.135,440.7999,441.135,150211.0
224,2024-04-08 15:00:00,519.26,519.38,519.075,519.13,356248.0,441.14,441.22,440.825,440.88,460414.0
225,2024-04-08 15:05:00,519.13,519.16,518.74,519.13,432657.0,440.89,440.93,440.5,440.83,229958.0
226,2024-04-08 15:10:00,519.13,519.25,519.02,519.12,368773.0,440.81,441.02,440.77,440.86,144259.0
227,2024-04-08 15:15:00,519.12,519.17,518.96,519.16,244835.0,440.86,440.935,440.7,440.91,188992.0
228,2024-04-08 15:20:00,519.16,519.24,518.855,518.93,498834.0,440.93,441.03,440.58,440.65,196807.0
229,2024-04-08 15:25:00,518.93,519.28,518.9,519.255,286634.0,440.65,441.1,440.62,441.06,201788.0
230,2024-04-08 15:30:00,519.25,519.7,519.2,519.62,617776.0,441.06,441.45,441.03,441.42,260131.0
231,2024-04-08 15:35:00,519.62,519.64,519.02,519.085,562403.0,441.41,441.4399,441.04,441.0704,287052.0
232,2024-04-08 15:40:00,519.09,519.13,518.48,518.62,827428.0,441.08,441.11,440.49,440.65,367988.0
233,2024-04-08 15:45:00,518.61,518.93,518.57,518.87,689671.0,440.65,440.955,440.63,440.88,460221.0
234,2024-04-08 15:50:00,518.86,518.89,518.36,518.55,1974246.0,440.87,440.88,440.41,440.62,1122867.0
235,2024-04-08 15:55:00,518.56,518.71,518.23,518.67,5983262.0,440.62,440.7,440.34,440.62,2488477.0
236,2024-04-08 16:00:00,518.66,518.81,518.63,518.78,210076.0,440.64,440.75,440.58,440.75,278052.0
237,2024-04-09 09:30:00,520.5,520.75,520.04,520.06,1585784.0,442.96,443.24,442.02,442.02,1182713.0
