Baseline 1m,3,5,0.001,0.0278812690007457,2106,0.577890157699585
Baseline 5m,3,1,0.001,-0.026239245398653077,874,0.10876703262329102
Baseline 1m,3,5,0.001,0.0278812690007457,2106,0.4860858917236328
Baseline 5m,3,1,0.001,-0.026239245398653077,874,0.09807372093200684
Baseline 1m,10,10,0.01,0.09902029737950539,70,0.48844408988952637
Baseline 5m,10,2,0.01,0.1051527990118514,67,0.10658693313598633
Baseline 1m,10,10,0.01,0.09902029737950539,70,0.541043758392334
Baseline 5m,10,2,0.01,0.1051527990118514,67,0.1106870174407959
