timestamp,SPY_Open,SPY_High,SPY_Low,SPY_Close,SPY_Volume,QQQ_Open,QQQ_High,QQQ_Low,QQQ_Close,QQQ_Volume
2025-03-24 09:40:00+00:00,571.87,572.31,571.705,572.04,908112.0,488.43,488.57,487.54,488.02,861161.0
2025-03-24 09:45:00+00:00,572.02,572.62,571.65,572.6,1008146.0,488.14,489.17,487.9,489.13,592036.0
2025-03-24 09:50:00+00:00,572.6,572.84,572.38,572.6418,617020.0,489.13,489.45,488.91,489.24,501423.0
2025-03-24 09:55:00+00:00,572.665,572.98,572.59,572.74,552958.0,489.29,489.72,489.07,489.18,653941.0
2025-03-24 10:00:00+00:00,572.735,572.91,572.45,572.58,1722651.0,489.18,489.5,488.92,489.14,404891.0
2025-03-24 10:05:00+00:00,572.59,572.6448,572.01,572.1393,549448.0,489.16,489.24,488.15,488.33,496260.0
2025-03-24 10:10:00+00:00,572.1163,572.87,572.1,572.82,444832.0,488.36,489.27,488.32,489.21,343318.0
2025-03-24 10:15:00+00:00,572.82,573.08,572.73,573.03,628973.0,489.22,489.67,489.09,489.61,390393.0
2025-03-24 10:20:00+00:00,573.0236,573.32,572.91,573.25,499887.0,489.62,489.93,489.3612,489.86,394295.0
2025-03-24 10:25:00+00:00,573.25,573.34,573.0031,573.13,397882.0,489.83,489.86,489.57,489.7108,241226.0
2025-03-24 10:30:00+00:00,573.15,573.27,572.76,573.0,513924.0,489.75,489.98,489.26,489.5,420597.0
2025-03-24 10:35:00+00:00,573.02,573.22,572.68,572.7401,434184.0,489.51,489.78,489.24,489.3,334736.0
2025-03-24 10:40:00+00:00,572.74,573.06,572.71,572.84,292660.0,489.29,489.75,489.22,489.55,222970.0
2025-03-24 10:45:00+00:00,572.89,573.59,572.82,573.57,720774.0,489.55,490.2,489.51,490.1711,295669.0
2025-03-24 10:50:00+00:00,573.57,573.69,573.4753,573.5996,595620.0,490.17,490.24,490.01,490.07,218489.0
2025-03-24 10:55:00+00:00,573.58,573.61,573.34,573.555,536045.0,490.05,490.12,489.81,489.97,179521.0
2025-03-24 11:00:00+00:00,573.55,573.65,573.11,573.58,564376.0,489.9968,490.13,489.535,490.08,252918.0
2025-03-24 11:05:00+00:00,573.58,573.98,573.5338,573.809,423931.0,490.07,490.52,490.02,490.305,378612.0
2025-03-24 11:10:00+00:00,573.8,573.93,573.66,573.77,263719.0,490.2975,490.46,490.11,490.22,324827.0
2025-03-24 11:15:00+00:00,573.775,573.99,573.721,573.89,298681.0,490.23,490.47,490.18,490.39,235194.0
2025-03-24 11:20:00+00:00,573.905,573.99,573.7032,573.77,188552.0,490.38,490.505,490.166,490.235,196470.0
2025-03-24 11:25:00+00:00,573.79,573.805,573.45,573.71,289558.0,490.25,490.29,489.87,490.11,254704.0
2025-03-24 11:30:00+00:00,573.72,573.74,573.4,573.62,212631.0,490.115,490.14,489.8,490.09,212203.0
2025-03-24 11:35:00+00:00,573.645,573.83,573.2201,573.25,299193.0,490.07,490.23,489.51,489.57,221010.0
2025-03-24 11:40:00+00:00,573.26,573.42,573.14,573.35,468598.0,489.56,489.8,489.51,489.605,196931.0
2025-03-24 11:45:00+00:00,573.3682,573.59,573.23,573.26,288225.0,489.62,489.86,489.51,489.53,203933.0
2025-03-24 11:50:00+00:00,573.27,573.855,573.27,573.82,314984.0,489.55,490.12,489.51,490.04,208352.0
2025-03-24 11:55:00+00:00,573.83,573.9199,573.73,573.8796,321316.0,490.04,490.17,490.0,490.11,130628.0
2025-03-24 12:00:00+00:00,573.87,574.06,573.7331,573.97,436127.0,490.11,490.315,489.9408,490.27,274228.0
2025-03-24 12:05:00+00:00,573.975,574.39,573.97,574.24,385323.0,490.28,490.725,490.28,490.59,272181.0
2025-03-24 12:10:00+00:00,574.23,574.32,574.06,574.23,263423.0,490.58,490.595,490.2909,490.4799,170321.0
2025-03-24 12:15:00+00:00,574.21,574.26,573.8,573.8452,432378.0,490.47,490.5,490.13,490.17,370380.0
2025-03-24 12:20:00+00:00,573.84,574.18,573.78,574.175,218205.0,490.19,490.5797,490.12,490.57,175475.0
2025-03-24 12:25:00+00:00,574.17,574.17,573.22,573.25,879070.0,490.55,490.56,489.6,489.69,507835.0
2025-03-24 12:30:00+00:00,573.26,573.53,572.95,573.4456,640831.0,489.76,489.92,489.3709,489.78,257334.0
2025-03-24 12:35:00+00:00,573.45,573.58,573.101,573.145,361248.0,489.81,490.06,489.71,489.8,162254.0
